SALESORDERID,HISTORY_CREATEDBY_EMPLOYEEID,HISTORY_CREATEDAT,HISTORY_CHANGEDBY_EMPLOYEEID,HISTORY_CHANGEDAT,PARTNER_PARTNERID,LIFECYCLESTATUS,BILLINGSTATUS,DELIVERYSTATUS,HEADER_SALESORDERID,PRODUCT_PRODUCTID,NOTEID,CURRENCY,ITEMATPSTATUS,OPITEMPOS,QUANTITYUNIT,DELIVERYDATE,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,QUANTITY
500000281,16,10/8/2016,6,10/22/2015,100000004,C,P,D,500000281,HT-1106,,MXN,I,,EA,12/4/2015,40.46,34,6.46,1
500000282,29,10/9/2016,3,10/23/2015,100000006,X,I,I,500000282,HT-1030,,EUR,I,,EA,12/4/2015,547.4,460,87.4,2
500000282,29,10/9/2016,3,10/23/2015,100000006,X,I,I,500000282,HT-1031,,GBP,I,,EA,12/4/2015,1017.45,855,162.45,3
500000283,33,10/10/2016,3,10/24/2015,100000009,N,I,I,500000283,HT-1060,,EUR,I,,EA,12/4/2015,21.42,18,3.42,2
500000283,33,10/10/2016,3,10/24/2015,100000009,N,I,I,500000283,HT-1061,,EUR,I,,EA,12/4/2015,16.66,14,2.66,2
500000284,11,10/11/2016,22,10/25/2015,100000000,P,P,I,500000284,HT-1500,,EUR,I,,EA,12/4/2015,11900,10000,1900,2
500000284,11,10/11/2016,22,10/25/2015,100000000,P,P,I,500000284,HT-1501,,JPY,I,,EA,12/4/2015,3570,3000,570,2
500000285,5,10/12/2016,4,10/26/2015,100000002,P,I,I,500000285,HT-1085,,DKK,I,,EA,12/4/2015,3567.62,2998,569.62,2
500000285,5,10/12/2016,4,10/26/2015,100000002,P,I,I,500000285,HT-1090,,EUR,I,,EA,12/4/2015,92.82,78,14.82,2
500000286,7,10/13/2016,14,10/27/2015,100000003,C,P,D,500000286,HT-1104,,JPY,I,,EA,12/4/2015,65.45,55,10.45,1
500000286,7,10/13/2016,14,10/27/2015,100000003,C,P,D,500000286,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000287,8,10/14/2016,22,10/28/2015,100000005,N,I,I,500000287,HT-1000,,EUR,I,,EA,12/4/2015,2275.28,1912,363.28,2
500000287,8,10/14/2016,22,10/28/2015,100000005,N,I,I,500000287,HT-1001,,EUR,I,,EA,12/4/2015,2972.62,2498,474.62,2
500000288,25,10/15/2016,19,10/29/2015,100000006,P,P,D,500000288,HT-1070,,ARS,I,,EA,12/4/2015,84.37,70.9,13.47,1
500000288,25,10/15/2016,19,10/29/2015,100000006,P,P,D,500000288,HT-1071,,ZAR,I,,EA,12/4/2015,291.67,245.1,46.57,3
500000289,9,10/16/2016,30,10/30/2015,100000006,N,I,I,500000289,HT-1040,,EUR,I,,EA,12/4/2015,987.7,830,157.7,1
500000289,9,10/16/2016,30,10/30/2015,100000006,N,I,I,500000289,HT-1041,,ARS,I,,EA,12/4/2015,1166.2,980,186.2,2
500000290,4,10/17/2016,32,10/31/2015,100000008,N,I,I,500000290,HT-1113,,EUR,I,,EA,12/4/2015,8.21,6.9,1.31,3
500000290,4,10/17/2016,32,10/31/2015,100000008,N,I,I,500000290,HT-1114,,USD,I,,EA,12/4/2015,164.22,138,26.22,2
500000291,12,10/18/2016,22,11/1/2015,100000004,C,P,D,500000291,HT-1117,,EUR,I,,EA,12/4/2015,90.44,76,14.44,2
500000291,12,10/18/2016,22,11/1/2015,100000004,C,P,D,500000291,HT-1118,,ARS,I,,EA,12/4/2015,94.01,79,15.01,1
500000292,29,10/19/2016,30,11/2/2015,100000002,N,I,I,500000292,HT-1100,,USD,I,,EA,12/4/2015,106.98,89.9,17.08,1
500000292,29,10/19/2016,30,11/2/2015,100000002,N,I,I,500000292,HT-1107,,ARS,I,,EA,12/4/2015,71.16,59.8,11.36,2
500000293,4,10/20/2016,15,11/3/2015,100000005,X,I,I,500000293,HT-1100,,USD,I,,EA,12/4/2015,320.94,269.7,51.24,3
500000293,4,10/20/2016,15,11/3/2015,100000005,X,I,I,500000293,HT-1101,,EUR,I,,EA,12/4/2015,285.24,239.7,45.54,3
500000294,20,10/21/2016,29,11/4/2015,100000009,N,I,I,500000294,HT-1070,,ARS,I,,EA,12/4/2015,253.11,212.7,40.41,3
500000294,20,10/21/2016,29,11/4/2015,100000009,N,I,I,500000294,HT-1071,,ZAR,I,,EA,12/4/2015,97.22,81.7,15.52,1
500000295,22,10/22/2016,23,11/5/2015,100000000,X,I,I,500000295,HT-1210,,EUR,I,,EA,12/4/2015,5709.62,4798,911.62,2
500000295,22,10/22/2016,23,11/5/2015,100000000,X,I,I,500000295,HT-1500,,EUR,I,,EA,12/4/2015,11900,10000,1900,2
500000296,13,10/23/2016,24,11/6/2015,100000002,N,I,I,500000296,HT-1063,,BRL,I,,EA,12/4/2015,33.32,28,5.32,2
500000296,13,10/23/2016,24,11/6/2015,100000002,N,I,I,500000296,HT-1064,,CAD,I,,EA,12/4/2015,19.04,16,3.04,1
500000297,18,10/24/2016,15,11/7/2015,100000008,X,I,I,500000297,HT-1102,,USD,I,,EA,12/4/2015,246.33,207,39.33,3
500000297,18,10/24/2016,15,11/7/2015,100000008,X,I,I,500000297,HT-1103,,EUR,I,,EA,12/4/2015,274.89,231,43.89,3
500000298,24,10/25/2016,18,11/8/2015,100000006,X,I,I,500000298,HT-1104,,JPY,I,,EA,12/4/2015,196.35,165,31.35,3
500000298,24,10/25/2016,18,11/8/2015,100000006,X,I,I,500000298,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000299,9,10/26/2016,25,11/9/2015,100000005,C,P,D,500000299,HT-1116,,MXN,I,,EA,12/4/2015,128.52,108,20.52,3
500000299,9,10/26/2016,25,11/9/2015,100000005,C,P,D,500000299,HT-1117,,EUR,I,,EA,12/4/2015,135.66,114,21.66,3
500000300,13,10/27/2016,17,11/10/2015,100000026,X,I,I,500000300,HT-1000,,EUR,I,,EA,12/4/2015,1137.64,956,181.64,1
500000300,13,10/27/2016,17,11/10/2015,100000026,X,I,I,500000300,HT-1001,,EUR,I,,EA,12/4/2015,2972.62,2498,474.62,2
500000301,19,10/28/2016,16,11/11/2015,100000025,P,I,I,500000301,HT-1030,,EUR,I,,EA,12/4/2015,547.4,460,87.4,2
500000301,19,10/28/2016,16,11/11/2015,100000025,P,I,I,500000301,HT-1031,,GBP,I,,EA,12/4/2015,339.15,285,54.15,1
500000302,21,10/29/2016,32,11/12/2015,100000022,N,I,I,500000302,HT-1040,,EUR,I,,EA,12/4/2015,2963.1,2490,473.1,3
500000302,21,10/29/2016,32,11/12/2015,100000022,N,I,I,500000302,HT-1041,,ARS,I,,EA,12/4/2015,583.1,490,93.1,1
500000303,5,10/30/2016,11,11/13/2015,100000024,C,P,D,500000303,HT-1073,,EUR,I,,EA,12/4/2015,85.68,72,13.68,3
500000303,5,10/30/2016,11,11/13/2015,100000024,C,P,D,500000303,HT-1080,,INR,I,,EA,12/4/2015,182.07,153,29.07,3
500000304,1,10/31/2016,27,11/14/2015,100000024,X,I,I,500000304,HT-1100,,USD,I,,EA,12/4/2015,213.96,179.8,34.16,2
500000304,1,10/31/2016,27,11/14/2015,100000024,X,I,I,500000304,HT-1101,,EUR,I,,EA,12/4/2015,95.08,79.9,15.18,1
500000305,33,11/1/2016,20,11/15/2015,100000021,N,I,I,500000305,HT-1500,,EUR,I,,EA,12/4/2015,5950,5000,950,1
500000305,33,11/1/2016,20,11/15/2015,100000021,N,I,I,500000305,HT-1501,,JPY,I,,EA,12/4/2015,3570,3000,570,2
500000306,14,11/2/2016,9,11/16/2015,100000023,N,I,I,500000306,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000306,14,11/2/2016,9,11/16/2015,100000023,N,I,I,500000306,HT-1106,,MXN,I,,EA,12/4/2015,40.46,34,6.46,1
500000307,12,11/3/2016,24,11/17/2015,100000019,X,I,I,500000307,HT-1030,,EUR,I,,EA,12/4/2015,547.4,460,87.4,2
500000307,12,11/3/2016,24,11/17/2015,100000019,X,I,I,500000307,HT-1031,,GBP,I,,EA,12/4/2015,1017.45,855,162.45,3
500000308,32,11/4/2016,31,11/18/2015,100000026,N,I,I,500000308,HT-1060,,EUR,I,,EA,12/4/2015,21.42,18,3.42,2
500000308,32,11/4/2016,31,11/18/2015,100000026,N,I,I,500000308,HT-1061,,EUR,I,,EA,12/4/2015,16.66,14,2.66,2
500000309,24,11/5/2016,6,11/19/2015,100000026,P,I,D,500000309,HT-1040,,EUR,I,,EA,12/4/2015,1975.4,1660,315.4,2
500000309,24,11/5/2016,6,11/19/2015,100000026,P,I,D,500000309,HT-1041,,ARS,I,,EA,12/4/2015,1166.2,980,186.2,2
500000310,17,11/6/2016,12,11/20/2015,100000025,X,I,I,500000310,HT-1070,,ARS,I,,EA,12/4/2015,168.74,141.8,26.94,2
500000310,17,11/6/2016,12,11/20/2015,100000025,X,I,I,500000310,HT-1071,,ZAR,I,,EA,12/4/2015,194.45,163.4,31.05,2
500000311,8,11/7/2016,15,11/21/2015,100000019,C,P,D,500000311,HT-1104,,JPY,I,,EA,12/4/2015,65.45,55,10.45,1
500000311,8,11/7/2016,15,11/21/2015,100000019,C,P,D,500000311,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000312,13,11/8/2016,4,11/22/2015,100000022,C,P,D,500000312,HT-1000,,EUR,I,,EA,12/4/2015,2275.28,1912,363.28,2
500000312,13,11/8/2016,4,11/22/2015,100000022,C,P,D,500000312,HT-1001,,EUR,I,,EA,12/4/2015,2972.62,2498,474.62,2
500000313,27,11/9/2016,14,11/23/2015,100000024,P,P,I,500000313,HT-1022,,ARS,I,,EA,12/4/2015,243.95,205,38.95,1
500000313,27,11/9/2016,14,11/23/2015,100000024,P,P,I,500000313,HT-1023,,USD,I,,EA,12/4/2015,853.23,717,136.23,3
500000314,15,11/10/2016,11,11/24/2015,100000024,C,P,D,500000314,HT-1040,,EUR,I,,EA,12/4/2015,987.7,830,157.7,1
500000314,15,11/10/2016,11,11/24/2015,100000024,C,P,D,500000314,HT-1041,,ARS,I,,EA,12/4/2015,1166.2,980,186.2,2
500000315,12,11/11/2016,7,11/25/2015,100000021,X,I,I,500000315,HT-1055,,EUR,I,,EA,12/4/2015,353.43,297,56.43,3
500000315,12,11/11/2016,7,11/25/2015,100000021,X,I,I,500000315,HT-1056,,JPY,I,,EA,12/4/2015,283.22,238,45.22,2
500000316,28,11/12/2016,23,11/26/2015,100000019,X,I,I,500000316,HT-1067,,EUR,I,,EA,12/4/2015,8.33,7,1.33,2
500000316,28,11/12/2016,23,11/26/2015,100000019,X,I,I,500000316,HT-1068,,USD,I,,EA,12/4/2015,4.17,3.5,0.67,1
500000317,3,11/13/2016,8,11/27/2015,100000022,X,I,I,500000317,HT-1100,,USD,I,,EA,12/4/2015,106.98,89.9,17.08,1
500000317,3,11/13/2016,8,11/27/2015,100000022,X,I,I,500000317,HT-1107,,ARS,I,,EA,12/4/2015,71.16,59.8,11.36,2
500000318,10,11/14/2016,10,11/28/2015,100000025,C,P,D,500000318,HT-1100,,USD,I,,EA,12/4/2015,320.94,269.7,51.24,3
500000318,10,11/14/2016,10,11/28/2015,100000025,C,P,D,500000318,HT-1101,,EUR,I,,EA,12/4/2015,285.24,239.7,45.54,3
500000319,9,11/15/2016,3,11/29/2015,100000026,X,I,I,500000319,HT-1070,,ARS,I,,EA,12/4/2015,253.11,212.7,40.41,3
500000319,9,11/15/2016,3,11/29/2015,100000026,X,I,I,500000319,HT-1071,,ZAR,I,,EA,12/4/2015,97.22,81.7,15.52,1
500000320,29,11/16/2016,11,11/30/2015,100000026,X,I,I,500000320,HT-1082,,ARS,I,,EA,12/4/2015,402.22,338,64.22,2
500000320,29,11/16/2016,11,11/30/2015,100000026,X,I,I,500000320,HT-1083,,CNY,I,,EA,12/4/2015,1237.6,1040,197.6,2
500000321,21,11/17/2016,23,12/1/2015,100000025,P,I,I,500000321,HT-1113,,EUR,I,,EA,12/4/2015,5.47,4.6,0.87,2
500000321,21,11/17/2016,23,12/1/2015,100000025,P,I,I,500000321,HT-1114,,USD,I,,EA,12/4/2015,82.11,69,13.11,1
500000322,33,11/18/2016,26,12/2/2015,100000024,P,P,D,500000322,HT-1102,,USD,I,,EA,12/4/2015,246.33,207,39.33,3
500000322,33,11/18/2016,26,12/2/2015,100000024,P,P,D,500000322,HT-1103,,EUR,I,,EA,12/4/2015,274.89,231,43.89,3
500000323,19,11/19/2016,11,12/3/2015,100000021,N,I,I,500000323,HT-1104,,JPY,I,,EA,12/4/2015,196.35,165,31.35,3
500000323,19,11/19/2016,11,12/3/2015,100000021,N,I,I,500000323,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000324,18,11/20/2016,14,12/4/2015,100000022,P,I,I,500000324,HT-1116,,MXN,I,,EA,12/4/2015,128.52,108,20.52,3
500000324,18,11/20/2016,14,12/4/2015,100000022,P,I,I,500000324,HT-1117,,EUR,I,,EA,12/4/2015,135.66,114,21.66,3
500000325,14,11/21/2016,21,12/5/2015,100000023,P,P,I,500000325,HT-1000,,EUR,I,,EA,12/4/2015,1137.64,956,181.64,1
500000325,14,11/21/2016,21,12/5/2015,100000023,P,P,I,500000325,HT-1001,,EUR,I,,EA,12/4/2015,2972.62,2498,474.62,2
500000326,24,11/22/2016,17,12/6/2015,100000023,N,I,I,500000326,HT-1030,,EUR,I,,EA,12/4/2015,547.4,460,87.4,2
500000326,24,11/22/2016,17,12/6/2015,100000023,N,I,I,500000326,HT-1031,,GBP,I,,EA,12/4/2015,339.15,285,54.15,1
500000327,16,11/23/2016,26,12/7/2015,100000023,C,P,D,500000327,HT-1040,,EUR,I,,EA,12/4/2015,2963.1,2490,473.1,3
500000327,16,11/23/2016,26,12/7/2015,100000023,C,P,D,500000327,HT-1041,,ARS,I,,EA,12/4/2015,583.1,490,93.1,1
500000328,12,11/24/2016,24,12/8/2015,100000021,P,I,D,500000328,HT-1073,,EUR,I,,EA,12/4/2015,85.68,72,13.68,3
500000328,12,11/24/2016,24,12/8/2015,100000021,P,I,D,500000328,HT-1080,,INR,I,,EA,12/4/2015,182.07,153,29.07,3
500000329,20,11/25/2016,31,12/9/2015,100000019,C,P,D,500000329,HT-1100,,USD,I,,EA,12/4/2015,213.96,179.8,34.16,2
500000329,20,11/25/2016,31,12/9/2015,100000019,C,P,D,500000329,HT-1101,,EUR,I,,EA,12/4/2015,95.08,79.9,15.18,1
500000330,12,11/26/2016,6,12/10/2015,100000024,P,P,D,500000330,HT-1500,,EUR,I,,EA,12/4/2015,5950,5000,950,1
500000330,12,11/26/2016,6,12/10/2015,100000024,P,P,D,500000330,HT-1501,,JPY,I,,EA,12/4/2015,3570,3000,570,2
500000331,13,11/27/2016,27,12/11/2015,100000019,N,I,I,500000331,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000331,13,11/27/2016,27,12/11/2015,100000019,N,I,I,500000331,HT-1106,,MXN,I,,EA,12/4/2015,40.46,34,6.46,1
500000332,22,11/28/2016,6,12/12/2015,100000024,X,I,I,500000332,HT-1030,,EUR,I,,EA,12/4/2015,547.4,460,87.4,2
500000332,22,11/28/2016,6,12/12/2015,100000024,X,I,I,500000332,HT-1031,,GBP,I,,EA,12/4/2015,1017.45,855,162.45,3
500000333,2,11/29/2016,8,12/13/2015,100000026,P,I,I,500000333,HT-1060,,EUR,I,,EA,12/4/2015,21.42,18,3.42,2
500000333,2,11/29/2016,8,12/13/2015,100000026,P,I,I,500000333,HT-1061,,EUR,I,,EA,12/4/2015,16.66,14,2.66,2
500000334,31,11/30/2016,9,12/14/2015,100000026,X,I,I,500000334,HT-1500,,EUR,I,,EA,12/4/2015,11900,10000,1900,2
500000334,31,11/30/2016,9,12/14/2015,100000026,X,I,I,500000334,HT-1501,,JPY,I,,EA,12/4/2015,3570,3000,570,2
500000335,23,12/1/2016,7,12/15/2015,100000025,X,I,I,500000335,HT-1085,,DKK,I,,EA,12/4/2015,3567.62,2998,569.62,2
500000335,23,12/1/2016,7,12/15/2015,100000025,X,I,I,500000335,HT-1090,,EUR,I,,EA,12/4/2015,92.82,78,14.82,2
500000336,11,12/2/2016,5,12/16/2015,100000023,C,P,D,500000336,HT-1104,,JPY,I,,EA,12/4/2015,65.45,55,10.45,1
500000336,11,12/2/2016,5,12/16/2015,100000023,C,P,D,500000336,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000337,18,12/3/2016,27,12/17/2015,100000022,C,P,D,500000337,HT-1000,,EUR,I,,EA,12/4/2015,2275.28,1912,363.28,2
500000337,18,12/3/2016,27,12/17/2015,100000022,C,P,D,500000337,HT-1001,,EUR,I,,EA,12/4/2015,2972.62,2498,474.62,2
500000338,21,12/4/2016,25,12/18/2015,100000024,X,I,I,500000338,HT-1070,,ARS,I,,EA,12/4/2015,84.37,70.9,13.47,1
500000338,21,12/4/2016,25,12/18/2015,100000024,X,I,I,500000338,HT-1071,,ZAR,I,,EA,12/4/2015,291.67,245.1,46.57,3
500000339,5,12/5/2016,33,12/19/2015,100000024,N,I,I,500000339,HT-1040,,EUR,I,,EA,12/4/2015,987.7,830,157.7,1
500000339,5,12/5/2016,33,12/19/2015,100000024,N,I,I,500000339,HT-1041,,ARS,I,,EA,12/4/2015,1166.2,980,186.2,2
500000340,15,12/6/2016,21,12/20/2015,100000021,X,I,I,500000340,HT-1113,,EUR,I,,EA,12/4/2015,8.21,6.9,1.31,3
500000340,15,12/6/2016,21,12/20/2015,100000021,X,I,I,500000340,HT-1114,,USD,I,,EA,12/4/2015,164.22,138,26.22,2
500000341,17,12/7/2016,28,12/21/2015,100000019,N,I,I,500000341,HT-1117,,EUR,I,,EA,12/4/2015,90.44,76,14.44,2
500000341,17,12/7/2016,28,12/21/2015,100000019,N,I,I,500000341,HT-1118,,ARS,I,,EA,12/4/2015,94.01,79,15.01,1
500000342,5,12/8/2016,19,12/22/2015,100000025,C,P,D,500000342,HT-1100,,USD,I,,EA,12/4/2015,106.98,89.9,17.08,1
500000342,5,12/8/2016,19,12/22/2015,100000025,C,P,D,500000342,HT-1107,,ARS,I,,EA,12/4/2015,71.16,59.8,11.36,2
500000343,33,12/9/2016,10,12/23/2015,100000022,P,P,D,500000343,HT-1100,,USD,I,,EA,12/4/2015,320.94,269.7,51.24,3
500000343,33,12/9/2016,10,12/23/2015,100000022,P,P,D,500000343,HT-1101,,EUR,I,,EA,12/4/2015,285.24,239.7,45.54,3
500000344,3,12/10/2016,9,12/24/2015,100000026,C,P,D,500000344,HT-1070,,ARS,I,,EA,12/4/2015,253.11,212.7,40.41,3
500000344,3,12/10/2016,9,12/24/2015,100000026,C,P,D,500000344,HT-1071,,ZAR,I,,EA,12/4/2015,97.22,81.7,15.52,1
500000345,23,12/11/2016,18,12/25/2015,100000026,N,I,I,500000345,HT-1210,,EUR,I,,EA,12/4/2015,5709.62,4798,911.62,2
500000345,23,12/11/2016,18,12/25/2015,100000026,N,I,I,500000345,HT-1500,,EUR,I,,EA,12/4/2015,11900,10000,1900,2
500000346,26,12/12/2016,32,12/26/2015,100000025,X,I,I,500000346,HT-1063,,BRL,I,,EA,12/4/2015,33.32,28,5.32,2
500000346,26,12/12/2016,32,12/26/2015,100000025,X,I,I,500000346,HT-1064,,CAD,I,,EA,12/4/2015,19.04,16,3.04,1
500000347,30,12/13/2016,29,12/27/2015,100000021,C,P,D,500000347,HT-1102,,USD,I,,EA,12/4/2015,246.33,207,39.33,3
500000347,30,12/13/2016,29,12/27/2015,100000021,C,P,D,500000347,HT-1103,,EUR,I,,EA,12/4/2015,274.89,231,43.89,3
500000348,15,12/14/2016,2,12/28/2015,100000024,P,P,D,500000348,HT-1104,,JPY,I,,EA,12/4/2015,196.35,165,31.35,3
500000348,15,12/14/2016,2,12/28/2015,100000024,P,P,D,500000348,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000349,25,12/15/2016,7,12/29/2015,100000022,X,I,I,500000349,HT-1116,,MXN,I,,EA,12/4/2015,128.52,108,20.52,3
500000349,25,12/15/2016,7,12/29/2015,100000022,X,I,I,500000349,HT-1117,,EUR,I,,EA,12/4/2015,135.66,114,21.66,3
500000350,18,12/16/2016,26,12/30/2015,100000012,N,I,I,500000350,HT-1000,,EUR,I,,EA,12/4/2015,1137.64,956,181.64,1
500000350,18,12/16/2016,26,12/30/2015,100000012,N,I,I,500000350,HT-1001,,EUR,I,,EA,12/4/2015,2972.62,2498,474.62,2
500000351,15,12/17/2016,15,12/31/2015,100000011,X,I,I,500000351,HT-1030,,EUR,I,,EA,12/4/2015,547.4,460,87.4,2
500000351,15,12/17/2016,15,12/31/2015,100000011,X,I,I,500000351,HT-1031,,GBP,I,,EA,12/4/2015,339.15,285,54.15,1
500000352,10,12/18/2016,32,1/1/2014,100000015,P,I,D,500000352,HT-1040,,EUR,I,,EA,12/4/2015,2963.1,2490,473.1,3
500000352,10,12/18/2016,32,1/1/2014,100000015,P,I,D,500000352,HT-1041,,ARS,I,,EA,12/4/2015,583.1,490,93.1,1
500000353,18,12/19/2016,12,1/2/2014,100000013,C,P,D,500000353,HT-1073,,EUR,I,,EA,12/4/2015,85.68,72,13.68,3
500000353,18,12/19/2016,12,1/2/2014,100000013,C,P,D,500000353,HT-1080,,INR,I,,EA,12/4/2015,182.07,153,29.07,3
500000354,18,12/20/2016,7,1/3/2014,100000013,P,P,I,500000354,HT-1100,,USD,I,,EA,12/4/2015,213.96,179.8,34.16,2
500000354,18,12/20/2016,7,1/3/2014,100000013,P,P,I,500000354,HT-1101,,EUR,I,,EA,12/4/2015,95.08,79.9,15.18,1
500000355,15,12/21/2016,26,1/4/2014,100000014,N,I,I,500000355,HT-1500,,EUR,I,,EA,12/4/2015,5950,5000,950,1
500000355,15,12/21/2016,26,1/4/2014,100000014,N,I,I,500000355,HT-1501,,JPY,I,,EA,12/4/2015,3570,3000,570,2
500000356,1,12/22/2016,21,1/5/2014,100000016,C,P,D,500000356,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000356,1,12/22/2016,21,1/5/2014,100000016,C,P,D,500000356,HT-1106,,MXN,I,,EA,12/4/2015,40.46,34,6.46,1
500000357,4,12/23/2016,12,1/6/2014,100000017,N,I,I,500000357,HT-1030,,EUR,I,,EA,12/4/2015,547.4,460,87.4,2
500000357,4,12/23/2016,12,1/6/2014,100000017,N,I,I,500000357,HT-1031,,GBP,I,,EA,12/4/2015,1017.45,855,162.45,3
500000358,24,12/24/2016,12,1/7/2014,100000018,N,I,I,500000358,HT-1060,,EUR,I,,EA,12/4/2015,21.42,18,3.42,2
500000358,24,12/24/2016,12,1/7/2014,100000018,N,I,I,500000358,HT-1061,,EUR,I,,EA,12/4/2015,16.66,14,2.66,2
500000359,27,12/25/2016,23,1/8/2014,100000012,X,I,I,500000359,HT-1040,,EUR,I,,EA,12/4/2015,1975.4,1660,315.4,2
500000359,27,12/25/2016,23,1/8/2014,100000012,X,I,I,500000359,HT-1041,,ARS,I,,EA,12/4/2015,1166.2,980,186.2,2
500000360,24,12/26/2016,29,1/9/2014,100000011,N,I,I,500000360,HT-1070,,ARS,I,,EA,12/4/2015,168.74,141.8,26.94,2
500000360,24,12/26/2016,29,1/9/2014,100000011,N,I,I,500000360,HT-1071,,ZAR,I,,EA,12/4/2015,194.45,163.4,31.05,2
500000361,33,12/27/2016,6,1/10/2014,100000017,N,I,I,500000361,HT-1104,,JPY,I,,EA,12/4/2015,65.45,55,10.45,1
500000361,33,12/27/2016,6,1/10/2014,100000017,N,I,I,500000361,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000362,27,12/28/2016,30,1/11/2014,100000015,C,P,D,500000362,HT-1000,,EUR,I,,EA,12/4/2015,2275.28,1912,363.28,2
500000362,27,12/28/2016,30,1/11/2014,100000015,C,P,D,500000362,HT-1001,,EUR,I,,EA,12/4/2015,2972.62,2498,474.62,2
500000363,18,12/29/2016,19,1/12/2014,100000013,N,I,I,500000363,HT-1022,,ARS,I,,EA,12/4/2015,243.95,205,38.95,1
500000363,18,12/29/2016,19,1/12/2014,100000013,N,I,I,500000363,HT-1023,,USD,I,,EA,12/4/2015,853.23,717,136.23,3
500000364,8,12/30/2016,28,1/13/2014,100000013,C,P,D,500000364,HT-1040,,EUR,I,,EA,12/4/2015,987.7,830,157.7,1
500000364,8,12/30/2016,28,1/13/2014,100000013,C,P,D,500000364,HT-1041,,ARS,I,,EA,12/4/2015,1166.2,980,186.2,2
500000365,25,12/31/2016,15,1/14/2014,100000014,C,P,D,500000365,HT-1055,,EUR,I,,EA,12/4/2015,353.43,297,56.43,3
500000365,25,12/31/2016,15,1/14/2014,100000014,C,P,D,500000365,HT-1056,,JPY,I,,EA,12/4/2015,283.22,238,45.22,2
500000366,8,1/1/2016,8,1/15/2015,100000017,X,I,I,500000366,HT-1067,,EUR,I,,EA,12/4/2015,8.33,7,1.33,2
500000366,8,1/1/2016,8,1/15/2015,100000017,X,I,I,500000366,HT-1068,,USD,I,,EA,12/4/2015,4.17,3.5,0.67,1
500000367,26,1/2/2016,15,1/16/2015,100000015,P,P,I,500000367,HT-1100,,USD,I,,EA,12/4/2015,106.98,89.9,17.08,1
500000367,26,1/2/2016,15,1/16/2015,100000015,P,P,I,500000367,HT-1107,,ARS,I,,EA,12/4/2015,71.16,59.8,11.36,2
500000368,17,1/3/2016,12,1/17/2015,100000011,C,P,D,500000368,HT-1100,,USD,I,,EA,12/4/2015,320.94,269.7,51.24,3
500000368,17,1/3/2016,12,1/17/2015,100000011,C,P,D,500000368,HT-1101,,EUR,I,,EA,12/4/2015,285.24,239.7,45.54,3
500000369,25,1/4/2016,16,1/18/2015,100000018,N,I,I,500000369,HT-1070,,ARS,I,,EA,12/4/2015,253.11,212.7,40.41,3
500000369,25,1/4/2016,16,1/18/2015,100000018,N,I,I,500000369,HT-1071,,ZAR,I,,EA,12/4/2015,97.22,81.7,15.52,1
500000370,20,1/5/2016,8,1/19/2015,100000012,X,I,I,500000370,HT-1082,,ARS,I,,EA,12/4/2015,402.22,338,64.22,2
500000370,20,1/5/2016,8,1/19/2015,100000012,X,I,I,500000370,HT-1083,,CNY,I,,EA,12/4/2015,1237.6,1040,197.6,2
500000371,17,1/6/2016,29,1/20/2015,100000011,C,P,D,500000371,HT-1113,,EUR,I,,EA,12/4/2015,5.47,4.6,0.87,2
500000371,17,1/6/2016,29,1/20/2015,100000011,C,P,D,500000371,HT-1114,,USD,I,,EA,12/4/2015,82.11,69,13.11,1
500000372,1,1/7/2016,11,1/21/2015,100000013,C,P,D,500000372,HT-1102,,USD,I,,EA,12/4/2015,246.33,207,39.33,3
500000372,1,1/7/2016,11,1/21/2015,100000013,C,P,D,500000372,HT-1103,,EUR,I,,EA,12/4/2015,274.89,231,43.89,3
500000373,1,1/8/2016,1,1/22/2015,100000014,C,P,D,500000373,HT-1104,,JPY,I,,EA,12/4/2015,196.35,165,31.35,3
500000373,1,1/8/2016,1,1/22/2015,100000014,C,P,D,500000373,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000374,20,1/9/2016,17,1/23/2015,100000015,N,I,I,500000374,HT-1116,,MXN,I,,EA,12/4/2015,128.52,108,20.52,3
500000374,20,1/9/2016,17,1/23/2015,100000015,N,I,I,500000374,HT-1117,,EUR,I,,EA,12/4/2015,135.66,114,21.66,3
500000375,18,1/10/2016,8,1/24/2015,100000016,N,I,I,500000375,HT-1000,,EUR,I,,EA,12/4/2015,1137.64,956,181.64,1
500000375,18,1/10/2016,8,1/24/2015,100000016,N,I,I,500000375,HT-1001,,EUR,I,,EA,12/4/2015,2972.62,2498,474.62,2
